Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations,Article URL
Developmental Science,12, 4,2009,Editorial,"Denis Mareschal, Mark Johnson",N/A,iii,Editorial,https://doi.org/10.1111/j.1467-7687.2009.00879.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00879.x,N/A,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00879.x
Developmental Science,12, 4,2009,Adaptive training leads to sustained enhancement of poor working memory in children,"Joni Holmes, Susan E. Gathercole, Darren L. Dunning","Division of Psychology, University of Northumbria, UK; Department of Psychology, University of York, UK; Department of Psychology, University of York, UK",F9-F15,FAST-TRACK REPORT,https://doi.org/10.1111/j.1467-7687.2009.00848.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00848.x,606,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00848.x
Developmental Science,12, 4,2009,Claiming evidence from non-evidence: a reply to Morton and Harper,Ellen Bialystok,"Department of Psychology, York University, Canada",499-501,COMMENTARIES,https://doi.org/10.1111/j.1467-7687.2009.00868.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00868.x,32,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00868.x
Developmental Science,12, 4,2009,Bilinguals show an advantage in cognitive control – the question is why,"J. Bruce Morton, Sarah N. Harper","Department of Psychology, University of Western Ontario, Canada; Department of Human Development and Applied Psychology, OISE, University of Toronto, Canada",502-503,COMMENTARIES,https://doi.org/10.1111/j.1467-7687.2009.00867.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00867.x,17,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00867.x
Developmental Science,12, 4,2009,Information from multiple modalities helps 5-month-olds learn abstract rules,"Michael C. Frank, Jonathan A. Slemmer, Gary F. Marcus, Scott P. Johnson","Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, USA; Department of Psychology, Ohio State University, USA; Department of Psychology, New York University, USA; Department of Psychology, University of California, Los Angeles, USA",504-509,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00794.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00794.x,83,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00794.x
Developmental Science,12, 4,2009,"Slow echo: facial EMG evidence for the delay of spontaneous, but not voluntary, emotional mimicry in children with autism spectrum disorders","Lindsay M. Oberman, Piotr Winkielman, Vilayanur S. Ramachandran",". Center for Brain and Cognition, UC San Diego, USA; . Department of Psychology, UC San Diego, USA; . Department of Psychology, UC San Diego, USA; . Center for Brain and Cognition, UC San Diego, USA; . Department of Psychology, UC San Diego, USA; . Department of Neurosciences, UC San Diego, USA",510-520,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00796.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00796.x,142,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00796.x
Developmental Science,12, 4,2009,A competitive nonverbal false belief task for children and apes,"Carla Krachun, Malinda Carpenter, Josep Call, Michael Tomasello","Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Institute of Cognitive Science, Carleton University, Ottawa, Canada; Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany",521-535,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00793.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00793.x,97,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00793.x
Developmental Science,12, 4,2009,Spatial construction skills of chimpanzees (Pan troglodytes) and young human children (Homo sapiens sapiens),"Patrizia Potì, Misato Hayashi, Tetsuro Matsuzawa","Institute of Cognitive Sciences and Technologies – CNR, Rome, Italy; Primate Research Institute of Kyoto University (KUPRI), Japan; Primate Research Institute of Kyoto University (KUPRI), Japan",536-548,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00797.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00797.x,10,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00797.x
Developmental Science,12, 4,2009,Relational memory during infancy: evidence from eye tracking,"Jenny Richmond, Charles A. Nelson","Children's Hospital Boston and Harvard Medical School, USA; Children's Hospital Boston and Harvard Medical School, USA",549-556,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00795.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00795.x,87,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00795.x
Developmental Science,12, 4,2009,Brainstem transcription of speech is disrupted in children with autism spectrum disorders,"Nicole Russo, Trent Nicol, Barbara Trommer, Steve Zecker, Nina Kraus","The Auditory Neuroscience Laboratory, Department of Communication Sciences, Northwestern University, USA; Northwestern University Interdepartmental Neuroscience Program, USA; The Auditory Neuroscience Laboratory, Department of Communication Sciences, Northwestern University, USA; Northwestern University Interdepartmental Neuroscience Program, USA; Departments of Pediatrics and Neurology, Feinberg School of Medicine, Northwestern University and Evanston Northwestern Healthcare Center for Neurodevelopmental Disabilities, USA; The Auditory Neuroscience Laboratory, Department of Communication Sciences, Northwestern University, USA; The Auditory Neuroscience Laboratory, Department of Communication Sciences, Northwestern University, USA; Northwestern University Interdepartmental Neuroscience Program, USA; Department of Neurobiology and Physiology and Department of Otolaryngology, Northwestern University, USA",557-567,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00790.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00790.x,122,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00790.x
Developmental Science,12, 4,2009,Electrophysiological responses to auditory novelty in temperamentally different 9-month-old infants,"Peter J. Marshall, Bethany C. Reeb, Nathan A. Fox","Department of Psychology, Temple University, USA; Department of Human Development, University of Maryland, USA; Department of Human Development, University of Maryland, USA",568-582,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00808.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00808.x,45,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00808.x
Developmental Science,12, 4,2009,Accommodating variability in voice and foreign accent: flexibility of early word representations,"Rachel Schmale, Amanda Seidl","Department of Psychological Sciences, Purdue University, USA; Department of Speech, Language and Hearing Sciences, Purdue University, USA",583-601,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00809.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00809.x,65,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00809.x
Developmental Science,12, 4,2009,Understanding of speaker certainty and false-belief reasoning: a comparison of Japanese and German preschoolers,"Tomoko Matsui, Hannes Rakoczy, Yui Miura, Michael Tomasello","Primate Research Institute, Kyoto University, Japan; Max-Planck-Institute for Evolutionary Anthropology, Department of Developmental and Comparative Psychology, Leipzig, Germany; Primate Research Institute, Kyoto University, Japan; Max-Planck-Institute for Evolutionary Anthropology, Department of Developmental and Comparative Psychology, Leipzig, Germany",602-613,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00812.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00812.x,25,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00812.x
Developmental Science,12, 4,2009,Differential effects of social and non-social reward on response inhibition in children and adolescents,"Gregor Kohls, Judith Peltzer, Beate Herpertz-Dahlmann, Kerstin Konrad","Child Neuropsychology Section, Department of Child and Adolescent Psychiatry and Psychotherapy, RWTH Aachen University, Germany; Child Neuropsychology Section, Department of Child and Adolescent Psychiatry and Psychotherapy, RWTH Aachen University, Germany; Department of Child and Adolescent Psychiatry and Psychotherapy, RWTH Aachen University, Germany; Child Neuropsychology Section, Department of Child and Adolescent Psychiatry and Psychotherapy, RWTH Aachen University, Germany",614-625,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00816.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00816.x,110,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00816.x
Developmental Science,12, 4,2009,Do different measures tap the same genetic influences? A multi-method study of activity level in young twins,Kimberly J. Saudino,"Psychology Department, Boston University, Boston, USA",626-633,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00801.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00801.x,17,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00801.x
Developmental Science,12, 4,2009,Differences in the neural mechanisms of selective attention in children from different socioeconomic backgrounds: an event-related brain potential study,"Courtney Stevens, Brittni Lauinger, Helen Neville","Department of Psychology, University of Oregon, Eugene, OR, USA; Department of Psychology, Willamette University, Salem, OR, USA; Department of Psychology, University of Oregon, Eugene, OR, USA; Department of Psychology, University of Oregon, Eugene, OR, USA",634-646,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00807.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00807.x,239,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00807.x
Developmental Science,12, 4,2009,A temporal discriminability account of children's eyewitness suggestibility,"Alexandra Bright-Paul, Christopher Jarrold","Department of Experimental Psychology, University of Bristol, UK; Department of Experimental Psychology, University of Bristol, UK",647-661,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00811.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00811.x,10,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00811.x
Developmental Science,12, 4,2009,More than a matter of getting ‘unstuck’: flexible thinkers use more abstract representations than perseverators,"Maria Kharitonova, Sarina Chien, Eliana Colunga, Yuko Munakata","Department of Psychology, University of Colorado, Boulder, USA; Department of Psychology, University of Colorado, Boulder, USA; Department of Psychology, University of Colorado, Boulder, USA; Department of Psychology, University of Colorado, Boulder, USA",662-669,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00799.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00799.x,38,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00799.x
Developmental Science,12, 4,2009,Infant cognition: going full factorial with pupil dilation,"Iain Jackson, Sylvain Sirois","School of Psychological Sciences, The University of Manchester, UK; School of Psychological Sciences, The University of Manchester, UK",670-679,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00805.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00805.x,164,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00805.x
Developmental Science,12, 5,2009,Preserved visual representations despite change blindness in infants,"Su-hua Wang, Stephen R. Mitroff",". Department of Psychology, University of California, Santa Cruz, USA; . Department of Psychology and Neuroscience, Duke University, Durham, USA",681-687,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00800.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00800.x,13,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00800.x
Developmental Science,12, 5,2009,Do great apes use emotional expressions to infer desires?,"David Buttelmann, Josep Call, Michael Tomasello","Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany",688-698,PAPERS,https://doi.org/10.1111/j.1467-7687.2008.00802.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2008.00802.x,33,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2008.00802.x
Developmental Science,12, 5,2009,Young children separate multiple pretend worlds,"Deena Skolnick Weisberg, Paul Bloom","Department of Psychology, Yale University, USA; Department of Psychology, Yale University, USA",699-705,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00819.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00819.x,30,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00819.x
Developmental Science,12, 5,2009,The shift in infant preferences for vowel duration and pitch contour between 6 and 10 months of age,"Christine Kitamura, Anna Notley","MARCS Auditory Laboratories, University of Western Sydney, Australia; MARCS Auditory Laboratories, University of Western Sydney, Australia",706-714,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00818.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00818.x,12,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00818.x
Developmental Science,12, 5,2009,The modulation of visual orienting reflexes across the lifespan,"Grace Iarocci, James T. Enns, Beth Randolph, Jacob A. Burack","Department of Psychology, Simon Fraser University, Canada; Department of Psychology, University of British Columbia, Canada; Department of Educational Psychology, McGill University, Canada; Department of Educational Psychology, McGill University and Hôpital Rivière-des-Prairies, Montréal, Canada",715-724,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00810.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00810.x,31,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00810.x
Developmental Science,12, 5,2009,Weighting of vowel cues explains patterns of word–object associative learning,"Suzanne Curtin, Christopher Fennell, Paola Escudero","Departments of Linguistics and Psychology, University of Calgary, Canada; School of Psychology and the Department of Linguistics, University of Ottawa, Canada; Institute of Phonetic Sciences, University of Amsterdam, The Netherlands",725-731,PAPERS,https://doi.org/10.1111/j.1467-7687.2009.00814.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2009.00814.x,57,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2009.00814.x
