Title,DOI,Publication Year,Authors,Article Type,Journal Title,Volume,Issue,Citation Count
"Principles of cognitive science in education: The effects of generation, errors, and feedback",https://doi.org/10.3758/BF03194056,2007,"['Metcalfe, Janet', 'Kornell, Nate']",Applying cognitive psychology to education,Psychonomic Bulletin & Review,14,2,94
Retrograde facilitation under midazolam: The role of general and specific interference,https://doi.org/10.3758/BF03194062,2007,"['Reder, Lynne M.', 'Oates, Joyce M.', 'Dickison, Daniel', 'Anderson, John R.', 'Gyulai, Ferenc', 'Quinlan, Joseph J.', 'Ferris, Jennifer L.', 'Dulik, Michael', 'Jefferson, Brandi F.']",Brief Reports,Psychonomic Bulletin & Review,14,2,16
Illusory colors promote interocular grouping during binocular rivalry,https://doi.org/10.3758/BF03194077,2007,"['Kim, Chai-Youn', 'Blake, Randolph']",Brief Reports,Psychonomic Bulletin & Review,14,2,5
Aging and a benefit of distractibility,https://doi.org/10.3758/BF03194068,2007,"['Kim, Sunghan', 'Hasher, Lynn', 'Zacks, Rose T.']",Brief Reports,Psychonomic Bulletin & Review,14,2,107
Switch costs when reading aloud words and nonwords: Evidence for shifting route emphasis?,https://doi.org/10.3758/BF03194087,2007,"['Kinoshita, Sachiko', 'Lupker, Stephen J.']",Brief Reports,Psychonomic Bulletin & Review,14,3,8
Multiple object juggling: Changing what is tracked during extended multiple object tracking,https://doi.org/10.3758/BF03194075,2007,"['Wolfe, Jeremy M.', 'Place, Skyler S.', 'Horowitz, Todd S.']",Brief Reports,Psychonomic Bulletin & Review,14,2,27
Transfer of memory retrieval cues in rats,https://doi.org/10.3758/BF03194096,2007,"['Briggs, James F.', 'Fitz, Kelly I.', 'Riccio, David C.']",Brief Reports,Psychonomic Bulletin & Review,14,3,6
Action information from classification learning,https://doi.org/10.3758/BF03194097,2007,"['Ross, Brian H.', 'Wang, Ranxiao Frances', 'Kramer, Arthur F.', 'Simons, Daniel J.', 'Crowell, James A.']",Brief Reports,Psychonomic Bulletin & Review,14,3,10
A signal detection analysis of the recognition heuristic,https://doi.org/10.3758/BF03194081,2007,"['Pleskac, Timothy J.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,14,3,51
Displaywide visual features associated with a search display’s appearance can mediate attentional capture,https://doi.org/10.3758/BF03194082,2007,"['Burnham, Bryan R.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,14,3,114
Target preexposure eliminates the effect of distraction on event-based prospective memory,https://doi.org/10.3758/BF03194094,2007,"['Guynn, Melissa J.', 'McDaniel, Mark A.']",Brief Reports,Psychonomic Bulletin & Review,14,3,29
Phonology and orthography in reading aloud,https://doi.org/10.3758/BF03194089,2007,"['Schiller, Niels O.']",Brief Reports,Psychonomic Bulletin & Review,14,3,29
Emotion simulation during language comprehension,https://doi.org/10.3758/BF03194085,2007,"['Havas, David A.', 'Glenberg, Arthur M.', 'Rinck, Mike']",Brief Reports,Psychonomic Bulletin & Review,14,3,134
Time (also) flies from left to right,https://doi.org/10.3758/BF03194099,2007,"['Santiago, Julio', 'Lupáñez, Juan', 'Pérez, Elvira', 'Funes, María Jesús']",Brief Reports,Psychonomic Bulletin & Review,14,3,291
Challenging the role of implicit processes in probabilistic category learning,https://doi.org/10.3758/BF03194098,2007,"['Newell, Ben R.', 'Lagnado, David A.', 'Shanks, David R.']",Brief Reports,Psychonomic Bulletin & Review,14,3,56
Things are sounding up: Affective influences on auditory tone perception,https://doi.org/10.3758/BF03194100,2007,"['Weger, Ulrich W.', 'Meier, Brian P.', 'Robinson, Michael D.', 'Inhoff, Albrecht W.']",Brief Reports,Psychonomic Bulletin & Review,14,3,32
"“Remembering” emotional words is based on response bias, not recollection",https://doi.org/10.3758/BF03194083,2007,"['Dougal, Sonya', 'Rotello, Caren M.']",Brief Reports,Psychonomic Bulletin & Review,14,3,186
A reverse Stroop effect without translation or reading difficulty,https://doi.org/10.3758/BF03194090,2007,"['Blais, Chris', 'Besner, Derek']",Brief Reports,Psychonomic Bulletin & Review,14,3,20
Modeling the word recognition data of Vitevitch and Luce (1998): Is it ARTful?,https://doi.org/10.3758/BF03194086,2007,"['Pitt, Mark A.', 'Myung, Jay I.', 'Altieri, Nicholas']",Brief Reports,Psychonomic Bulletin & Review,14,3,8
Working memory for language is not special: Evidence for an articulatory loop for novel stimuli,https://doi.org/10.3758/BF03194091,2007,"['Wilson, Margaret', 'Fox, Glenn']",Brief Reports,Psychonomic Bulletin & Review,14,3,26
Attention and the processing of emotional words: Dissociating effects of arousal,https://doi.org/10.3758/BF03194084,2007,"['Aquino, Jennifer M.', 'Arnell, Karen M.']",Brief Reports,Psychonomic Bulletin & Review,14,3,44
The lights are on but no one’s home: Meta-awareness and the decoupling of attention when the mind wanders,https://doi.org/10.3758/BF03194102,2007,"['Smallwood, Jonathan', 'McSpadden, Merrill', 'Schooler, Jonathan W.']",Brief Reports,Psychonomic Bulletin & Review,14,3,247
Predicting the size of individual and,https://doi.org/10.3758/BF03194103,2007,"['Chen, Jing', 'Hale, Sandra', 'Myerson, Joel']",Brief Reports,Psychonomic Bulletin & Review,14,3,16
Erratum to: The difference engine: A model of diversity in speeded cognition.Psychonomic Bulletin & Review,https://doi.org/10.3758/BF03194104,2007,"['Myerson, J.', 'Hale, S.', 'Zheng, Y.', 'Jenkins, L.', 'Widaman, K. F.']",Erratum,Psychonomic Bulletin & Review,14,3,N/A
Test-induced priming of false memories,https://doi.org/10.3758/BF03194093,2007,"['Marsh, Elizabeth J.', 'Dolan, Patrick O.']",Brief Reports,Psychonomic Bulletin & Review,14,3,13
Temporal uncertainty degrades perceptual processing,https://doi.org/10.3758/BF03194101,2007,"['Rolke, Bettina', 'Hofmann, Peter']",Brief Reports,Psychonomic Bulletin & Review,14,3,106
Individual differences in working memory capacity and divided attention in dichotic listening,https://doi.org/10.3758/BF03196824,2007,"['Colflesh, Gregory J. H.', 'Conway, Andrew R. A.']",Brief Reports,Psychonomic Bulletin & Review,14,4,107
Erratum to: The difference engine: A model of diversity in speeded cognition.Psychonomic Bulletin & Review,https://doi.org/10.3758/BF03194104,2007,"['Myerson, J.', 'Hale, S.', 'Zheng, Y.', 'Jenkins, L.', 'Widaman, K. F.']",Erratum,Psychonomic Bulletin & Review,14,3,N/A
Test-induced priming of false memories,https://doi.org/10.3758/BF03194093,2007,"['Marsh, Elizabeth J.', 'Dolan, Patrick O.']",Brief Reports,Psychonomic Bulletin & Review,14,3,13
Predicting the size of individual and,https://doi.org/10.3758/BF03194103,2007,"['Chen, Jing', 'Hale, Sandra', 'Myerson, Joel']",Brief Reports,Psychonomic Bulletin & Review,14,3,16
Moving eyes and moving thought: On the spatial compatibility between eye movements and cognition,https://doi.org/10.3758/BF03196818,2007,"['Thomas, Laura E.', 'Lleras, Alejandro']",Brief Reports,Psychonomic Bulletin & Review,14,4,127
On the failure of distractor inhibition in the attentional blink,https://doi.org/10.3758/BF03196828,2007,"['Dux, Paul E.', 'Harris, Irina M.']",Brief Reports,Psychonomic Bulletin & Review,14,4,26
The divergent autoencoder (DIVA) model of category learning,https://doi.org/10.3758/BF03196806,2007,"['Kurtz, Kenneth J.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,14,4,48
Value transfer contributes to ambiguous-cue discrimination learning,https://doi.org/10.3758/BF03196817,2007,"['Urcuioli, Peter J.', 'Michalek, Sarah']",Brief Reports,Psychonomic Bulletin & Review,14,4,6
Word frequency and predictability effects in reading French: An evaluation of the E-Z Reader model,https://doi.org/10.3758/BF03196834,2007,"['Miellet, Sáebastien', 'Sparrow, Laurent', 'Sereno, Sara C.']",Brief Reports,Psychonomic Bulletin & Review,14,4,N/A
Models of covariation-based causal judgment: A review and synthesis,https://doi.org/10.3758/BF03196807,2007,"['Perales, José C.', 'Shanks, David R.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,14,4,81
The effects of memory set size and information structure on learning and retention,https://doi.org/10.3758/BF03196823,2007,"['Kole, James A.', 'Healy, Alice F.']",Brief Reports,Psychonomic Bulletin & Review,14,4,N/A
Rules-plus-exception tasks: A problem for exemplar models?,https://doi.org/10.3758/BF03196814,2007,"['Rodrigues, Pedro M.', 'Murre, Jaap M. J.']",Brief Reports,Psychonomic Bulletin & Review,14,4,17
People believe it is plausible to have forgotten memories of childhood sexual abuse,https://doi.org/10.3758/BF03196836,2007,"['Rubin, David C.', 'Berntsen, Dorthe']",Notes and Comment,Psychonomic Bulletin & Review,14,4,13
A visual short-term memory advantage for faces,https://doi.org/10.3758/BF03196811,2007,"['Curby, Kim M.', 'Gauthier, Isabel']",Brief Reports,Psychonomic Bulletin & Review,14,4,132
Investigating effects of selectional restriction violations and plausibility violation severity on eye-movements in reading,https://doi.org/10.3758/BF03196835,2007,"['Warren, Tessa', 'McConnell, Kerry']",Brief Reports,Psychonomic Bulletin & Review,14,4,86
Neurophysiological evidence for transfer appropriate processing of memory: Processing versus feature similarity,https://doi.org/10.3758/BF03196810,2007,"['Schendan, Haline E.', 'Kutas, Marta']",Brief Reports,Psychonomic Bulletin & Review,14,4,31
"“As soon as the bat met the ball, I knew it was gone”: Outcome prediction, hindsight bias, and the representation and control of action in expert and novice baseball players",https://doi.org/10.3758/BF03196819,2007,"['Gray, Rob', 'Beilock, Sian L.', 'Carr, Thomas H.']",Brief Reports,Psychonomic Bulletin & Review,14,4,35
A modular theory of learning and performance,https://doi.org/10.3758/BF03196805,2007,"['Guilhardi, Paulo', 'Yi, Linlin', 'Church, Russell M.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,14,4,31
The effects of frontal lobe functioning and age on veridical and false recall,https://doi.org/10.3758/BF03196809,2007,"['Chan, Jason C. K.', 'McDermott, Kathleen B.']",Brief Reports,Psychonomic Bulletin & Review,14,4,27
Detecting chance: A solution to the null sensitivity problem in subliminal priming,https://doi.org/10.3758/BF03196808,2007,"['Rouder, Jeffrey N.', 'Morey, Richard D.', 'Speckman, Paul L.', 'Pratte, Michael S.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,14,4,51
A visual short-term memory advantage for faces,https://doi.org/10.3758/BF03196811,2007,"['Curby, Kim M.', 'Gauthier, Isabel']",Brief Reports,Psychonomic Bulletin & Review,14,4,132
The effects of frontal lobe functioning and age on veridical and false recall,https://doi.org/10.3758/BF03196809,2007,"['Chan, Jason C. K.', 'McDermott, Kathleen B.']",Brief Reports,Psychonomic Bulletin & Review,14,4,27
Shape effects on memory for location,https://doi.org/10.3758/BF03196821,2007,"['Wedell, Douglas H.', 'Fitting, Sylvia', 'Allen, Gary L.']",Brief Reports,Psychonomic Bulletin & Review,14,4,29
Us and them: Memory advantages in perceptually ambiguous groups,https://doi.org/10.3758/BF03196822,2007,"['Rule, Nicholas O.', 'Ambady, Nalini', 'Adams, Reginald B.', 'Macrae, C. Neil']",Brief Reports,Psychonomic Bulletin & Review,14,4,78
Human sensitivity to reinforcement feedback functions,https://doi.org/10.3758/BF03196816,2007,"['Reed, Phil']",Brief Reports,Psychonomic Bulletin & Review,14,4,10
Different mental representations for place recognition and goal localization,https://doi.org/10.3758/BF03196820,2007,"['Valiquette, Christine', 'McNamara, Timothy P.']",Brief Reports,Psychonomic Bulletin & Review,14,4,28
Collaboration during visual search,https://doi.org/10.3758/BF03196825,2007,"['Malcolmson, Kelly A.', 'Reynolds, Michael G.', 'Smilek, Daniel']",Brief Reports,Psychonomic Bulletin & Review,14,4,9
The effect of causal knowledge on judgments of the likelihood of unknown features,https://doi.org/10.3758/BF03196813,2007,"['Proctor, Caroline', 'Ahn, Woo-Kyoung']",Brief Reports,Psychonomic Bulletin & Review,14,4,7
The role of category coherence in experience-based prediction,https://doi.org/10.3758/BF03196812,2007,"['Patalano, Andrea L.', 'Ross, Brian H.']",Brief Reports,Psychonomic Bulletin & Review,14,4,10
Repetition blindness is immune to the central bottleneck,https://doi.org/10.3758/BF03196829,2007,"['Dux, Paul E.', 'Marois, René']",Brief Reports,Psychonomic Bulletin & Review,14,4,12
Early activation of object names in visual search,https://doi.org/10.3758/BF03196826,2007,"['Meyer, Antje S.', 'Belke, Eva', 'Telling, Anna L.', 'Humphreys, Glyn W.']",Brief Reports,Psychonomic Bulletin & Review,14,4,75
Conflict monitoring and feature overlap: Two sources of sequential modulations,https://doi.org/10.3758/BF03196831,2007,"['Akçay, Çağlar', 'Hazeltine, Eliot']",Brief Reports,Psychonomic Bulletin & Review,14,4,79
Impressions of force in visual perception of collision events: A test of the causal asymmetry hypothesis,https://doi.org/10.3758/BF03196815,2007,"['White, Peter A.']",Brief Reports,Psychonomic Bulletin & Review,14,4,36
Implicit memory influences the allocation of attention in visual cortex,https://doi.org/10.3758/BF03194108,2007,"['Johnson, Jeffrey S.', 'Woodman, Geoffrey F.', 'Braun, Elsie', 'Luck, Steven J.']",Brief Reports,Psychonomic Bulletin & Review,14,5,74
The role of temporal cue-target overlap in backward inhibition under task switching,https://doi.org/10.3758/BF03196832,2007,"['Druey, Michel D.', 'Hübner, Ronald']",Brief Reports,Psychonomic Bulletin & Review,14,4,16
"Involuntary capture of visual-spatial attention occurs for intersections, both real and “imagined”",https://doi.org/10.3758/BF03196830,2007,"['Burnham, Bryan R.', 'Neely, James H.']",Brief Reports,Psychonomic Bulletin & Review,14,4,5
"Similarity, distance, and categorization: A discussion of Smith’s (2006) warning about “colliding parameters”",https://doi.org/10.3758/BF03194107,2007,"['Navarro, Daniel J.']",Theoretical And Review Articles,Psychonomic Bulletin & Review,14,5,5
Individual differences in working memory capacity and visual search: The roles of top-down and bottom-up processing,https://doi.org/10.3758/BF03194109,2007,"['Sobel, Kenith V.', 'Gerrie, Matthew P.', 'Poole, Bradley J.', 'Kane, Michael J.']",Brief Reports,Psychonomic Bulletin & Review,14,5,63
Determinants of confirmation,https://doi.org/10.3758/BF03194115,2007,"['Tentori, Katya', 'Crupi, Vincenzo', 'Osherson, Daniel']",Brief Reports,Psychonomic Bulletin & Review,14,5,16
A theory of variability discrimination: Finding differences,https://doi.org/10.3758/BF03194106,2007,"['Young, Michael E.', 'Wasserman, Edward A.', 'Ellefson, Michelle R.']",Theoretical And Review Articles,Psychonomic Bulletin & Review,14,5,15
Memory for moving and static images,https://doi.org/10.3758/BF03194133,2007,"['Matthews, W. J.', 'Benjamin, Clare', 'Osborne, Claire']",Brief Reports,Psychonomic Bulletin & Review,14,5,38
Effects of time pressure on context-sensitive property induction,https://doi.org/10.3758/BF03194117,2007,"['Shafto, Patrick', 'Coley, John D.', 'Baldwin, David']",Brief Reports,Psychonomic Bulletin & Review,14,5,33
A direct test of the unequal-variance signal detection model of recognition memory,https://doi.org/10.3758/BF03194112,2007,"['Mickes, Laura', 'Wixted, John T.', 'Wais, Peter E.']",Brief Reports,Psychonomic Bulletin & Review,14,5,136
Who is susceptible to conjunction fallacies in category-based induction?,https://doi.org/10.3758/BF03194116,2007,"['Feeney, Aidan', 'Shafto, Patrick', 'Dunning, Darren']",Brief Reports,Psychonomic Bulletin & Review,14,5,19
A negative compatibility effect in priming of emotional faces,https://doi.org/10.3758/BF03194120,2007,"['Bennett, Jennifer D.', 'Lleras, Alejandro', 'Oriet, Chris', 'Enns, James T.']",Brief Reports,Psychonomic Bulletin & Review,14,5,17
Within- and between-nervous-system inhibition of return: Observation is as good as performance,https://doi.org/10.3758/BF03194127,2007,"['Welsh, Timothy N.', 'Lyons, James', 'Weeks, Daniel J.', 'Anson, J. Greg', 'Chua, Romeo', 'Mendoza, Jocelyn', 'Elliott, Digby']",Brief Reports,Psychonomic Bulletin & Review,14,5,49
Nonword repetition in specific language impairment: More than a phonological short-term memory deficit,https://doi.org/10.3758/BF03194122,2007,"['Archibald, Lisa M. D.', 'Gathercole, Susan E.']",Brief Reports,Psychonomic Bulletin & Review,14,5,118
