Title,Article URL,Authors,PDF Link,Article Type
Anti-fat prejudice among children: The “mere proximity” effect in 5–10 year olds,https://www.sciencedirect.com/science/article/pii/S0022103106001041,"Helen Penny, Geoffrey Haddock",https://www.sciencedirect.com/science/article/pii/S0022103106001041/pdfft?md5=cbdfc4c1aecba774813e5faeab84ce80&pid=1-s2.0-S0022103106001041-main.pdf,Short communication
Erratum to “The effect of video game violence on physiological desensitization to real-life violence” [J. Exp. Social Psychol. 43 (2007) 489–496],https://www.sciencedirect.com/science/article/pii/S0022103107000650,"Nicholas L. Carnagey, Craig A. Anderson, Brad J. Bushman",https://www.sciencedirect.com/science/article/pii/S0022103107000650/pdfft?md5=6b4843439c51e00ed6a599b1ab895b7f&pid=1-s2.0-S0022103107000650-main.pdf,Erratum
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103107001011,,https://www.sciencedirect.com/science/article/pii/S0022103107001011/pdfft?md5=0b2dc9ed95f2a116a101c4681b8d42ea&pid=1-s2.0-S0022103107001011-main.pdf,N/A
Table of Contents,https://www.sciencedirect.com/science/article/pii/S0022103107001023,,https://www.sciencedirect.com/science/article/pii/S0022103107001023/pdfft?md5=be72dc15c537887292eff8a5ff13fc6f&pid=1-s2.0-S0022103107001023-main.pdf,N/A
Power affects basic cognition: Increased attentional inhibition and flexibility,https://www.sciencedirect.com/science/article/pii/S0022103106001004,Ana Guinote,https://www.sciencedirect.com/science/article/pii/S0022103106001004/pdfft?md5=7fd337d00457745ae11a14a705443e18&pid=1-s2.0-S0022103106001004-main.pdf,Research article
Automatic emotion regulation during anger provocation,https://www.sciencedirect.com/science/article/pii/S0022103106001132,"Iris B. Mauss, Crystal L. Cook, James J. Gross",https://www.sciencedirect.com/science/article/pii/S0022103106001132/pdfft?md5=f129dfa07d3a735b3c4c84d91fdcbec2&pid=1-s2.0-S0022103106001132-main.pdf,Research article
RETRACTED: Unfinished business: How completeness affects the impact of emotional states and emotion concepts on social judgment,https://www.sciencedirect.com/science/article/pii/S002210310600117X,"Marcus Maringer, Diederik A. Stapel",https://www.sciencedirect.com/science/article/pii/S002210310600117X/pdfft?md5=482aaa4d31b92b2d5abaade89d3daccc&pid=1-s2.0-S002210310600117X-main.pdf,N/A
Nonconscious relationship reactance: When significant others prime opposing goals,https://www.sciencedirect.com/science/article/pii/S002210310600120X,"Tanya L. Chartrand, Amy N. Dalton, Gavan J. Fitzsimons",https://www.sciencedirect.com/science/article/pii/S002210310600120X/pdfft?md5=ca6055e9b6a15f4bd6a0bd6f935df1e0&pid=1-s2.0-S002210310600120X-main.pdf,Research article
Behavioral cues to others’ motivation and goal pursuits: The perception of effort facilitates goal inference and contagion,https://www.sciencedirect.com/science/article/pii/S0022103106001387,"Giel Dik, Henk Aarts",https://www.sciencedirect.com/science/article/pii/S0022103106001387/pdfft?md5=85691ebaf083944ec56ec2a457da3a29&pid=1-s2.0-S0022103106001387-main.pdf,Research article
Multiple cues in social perception: The time course of processing race and facial expression,https://www.sciencedirect.com/science/article/pii/S0022103106001430,"Jennifer T. Kubota, Tiffany A. Ito",https://www.sciencedirect.com/science/article/pii/S0022103106001430/pdfft?md5=e25bb00d8b92ff0d5f5bbcf3294956c5&pid=1-s2.0-S0022103106001430-main.pdf,Research article
Mortality salience and the desire for offspring,https://www.sciencedirect.com/science/article/pii/S0022103106001478,"Immo Fritsche, Eva Jonas, Peter Fischer, Nicolas Koranyi, ... Beatrice Fleischmann",https://www.sciencedirect.com/science/article/pii/S0022103106001478/pdfft?md5=4b1dca424c90eb7afd38eb511dd5cb5a&pid=1-s2.0-S0022103106001478-main.pdf,Research article
Majority versus minority influence and prediction of behavioral intentions and behavior,https://www.sciencedirect.com/science/article/pii/S0022103106001016,"Robin Martin, Pearl Y. Martin, Joanne R. Smith, Miles Hewstone",https://www.sciencedirect.com/science/article/pii/S0022103106001016/pdfft?md5=68b698e795073a0186e126e7fe580303&pid=1-s2.0-S0022103106001016-main.pdf,Short communication
"When I think of you, I feel more confident about me: The relational self and self-confidence",https://www.sciencedirect.com/science/article/pii/S0022103106001144,"Shira Gabriel, Jeanette M. Renaud, Brooke Tippin",https://www.sciencedirect.com/science/article/pii/S0022103106001144/pdfft?md5=330c4bcb48abf2bf49d6ec3e988641dd&pid=1-s2.0-S0022103106001144-main.pdf,Short communication
Emotional constraints on intentional forgetting,https://www.sciencedirect.com/science/article/pii/S0022103106001156,"B. Keith Payne, Elizabeth Corrigan",https://www.sciencedirect.com/science/article/pii/S0022103106001156/pdfft?md5=b6f61dec6b1920e50c6dd54652e983c2&pid=1-s2.0-S0022103106001156-main.pdf,Short communication
The mere acceptance effect: Can it influence responses on racial Implicit Association Tests?,https://www.sciencedirect.com/science/article/pii/S0022103106001120,"Michael J. Sargent, Todd A. Kahan, Chris J. Mitchell",https://www.sciencedirect.com/science/article/pii/S0022103106001120/pdfft?md5=9c9e682a7066b33785056b75705e9c89&pid=1-s2.0-S0022103106001120-main.pdf,Short communication
Successfully challenging fundamentalist beliefs results in increased death awareness,https://www.sciencedirect.com/science/article/pii/S0022103106001181,"Mike Friedman, W. Steven Rholes",https://www.sciencedirect.com/science/article/pii/S0022103106001181/pdfft?md5=3a021a1ad6f4c564a9b0e1b936eb5264&pid=1-s2.0-S0022103106001181-main.pdf,Short communication
People accounting: Social category-based choice,https://www.sciencedirect.com/science/article/pii/S0022103106001211,"Stephen M. Garcia, Oscar Ybarra",https://www.sciencedirect.com/science/article/pii/S0022103106001211/pdfft?md5=1621880e2bbfb9273bbbb5c702c97288&pid=1-s2.0-S0022103106001211-main.pdf,Short communication
Pleasure in the mind: Restrained eating and spontaneous hedonic thoughts about food,https://www.sciencedirect.com/science/article/pii/S0022103106001193,"Esther Papies, Wolfgang Stroebe, Henk Aarts",https://www.sciencedirect.com/science/article/pii/S0022103106001193/pdfft?md5=c83545d15a67b2634b6a0fb98d0203fe&pid=1-s2.0-S0022103106001193-main.pdf,Short communication
"Bicultural mind, self-construal, and self- and mother-reference effects: Consequences of cultural priming on recognition memory",https://www.sciencedirect.com/science/article/pii/S0022103106001363,"Jie Sui, Ying Zhu, Chi-yue Chiu",https://www.sciencedirect.com/science/article/pii/S0022103106001363/pdfft?md5=717e35d623eded5a51fa37a3636c835b&pid=1-s2.0-S0022103106001363-main.pdf,Short communication
Implicit stereotypes and women’s math performance: How implicit gender-math stereotypes influence women’s susceptibility to stereotype threat,https://www.sciencedirect.com/science/article/pii/S0022103106001399,"Amy K. Kiefer, Denise Sekaquaptewa",https://www.sciencedirect.com/science/article/pii/S0022103106001399/pdfft?md5=ddf13a1708b719e0e04afedffbde909b&pid=1-s2.0-S0022103106001399-main.pdf,Short communication
Further ironies of suppression: Stereotype and counterstereotype accessibility,https://www.sciencedirect.com/science/article/pii/S0022103106001375,"Adam D. Galinsky, Gordon B. Moskowitz",https://www.sciencedirect.com/science/article/pii/S0022103106001375/pdfft?md5=d2170b8c5003aed9d408c0ab3ee3c70b&pid=1-s2.0-S0022103106001375-main.pdf,Short communication
The semantic/episodic distinction: The case for social information processing,https://www.sciencedirect.com/science/article/pii/S0022103106001454,Jorge Almeida,https://www.sciencedirect.com/science/article/pii/S0022103106001454/pdfft?md5=b18c6bee373dfb2b61b1d25c190ec6c7&pid=1-s2.0-S0022103106001454-main.pdf,Short communication
Ordering our world: The quest for traces of temporal organization in autobiographical memory,https://www.sciencedirect.com/science/article/pii/S0022103106001442,"John J. Skowronski, Timothy D. Ritchie, W. Richard Walker, Andrew L. Betz, ... Amy L. Martin",https://www.sciencedirect.com/science/article/pii/S0022103106001442/pdfft?md5=2d21d8acd960cd7b4456a0de750ec263&pid=1-s2.0-S0022103106001442-main.pdf,Short communication
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103107001266,,https://www.sciencedirect.com/science/article/pii/S0022103107001266/pdfft?md5=8cfba399fb9b2ba0ff5cc1ff209bacdd&pid=1-s2.0-S0022103107001266-main.pdf,N/A
Table of Contents,https://www.sciencedirect.com/science/article/pii/S0022103107001278,,https://www.sciencedirect.com/science/article/pii/S0022103107001278/pdfft?md5=71d2c7ac5fdb67938a1238dff0e2af91&pid=1-s2.0-S0022103107001278-main.pdf,N/A
Stereotype internalization and women’s math performance: The role of interference in working memory,https://www.sciencedirect.com/science/article/pii/S0022103106001508,"Virginie Bonnot, Jean-Claude Croizet",https://www.sciencedirect.com/science/article/pii/S0022103106001508/pdfft?md5=5f55fece07b950b6e9c03fcddebfb844&pid=1-s2.0-S0022103106001508-main.pdf,Research article
The role of social norm clarity in the influenced expression of prejudice over time,https://www.sciencedirect.com/science/article/pii/S0022103106001570,"Emily M. Zitek, Michelle R. Hebl",https://www.sciencedirect.com/science/article/pii/S0022103106001570/pdfft?md5=f0f6cc560d9fd91773decfb4e24477da&pid=1-s2.0-S0022103106001570-main.pdf,Research article
"Authoritarianism, social dominance orientation and prejudice: Effects of various self-categorization conditions",https://www.sciencedirect.com/science/article/pii/S0022103106001545,Vincent Dru,https://www.sciencedirect.com/science/article/pii/S0022103106001545/pdfft?md5=af9176f21372613cd508f980c3fbda41&pid=1-s2.0-S0022103106001545-main.pdf,Research article
The self-protective and undermining effects of attributional ambiguity,https://www.sciencedirect.com/science/article/pii/S0022103106001557,"Crystal L. Hoyt, Lauren Aguilar, Cheryl R. Kaiser, Jim Blascovich, Kevin Lee",https://www.sciencedirect.com/science/article/pii/S0022103106001557/pdfft?md5=d2edd66aa5faab195d04863e6e268ae5&pid=1-s2.0-S0022103106001557-main.pdf,Research article
Differentiating the effects of self-control and self-esteem on reactions to mortality salience,https://www.sciencedirect.com/science/article/pii/S0022103106001582,"Matthew T. Gailliot, Brandon J. Schmeichel, Jon K. Maner",https://www.sciencedirect.com/science/article/pii/S0022103106001582/pdfft?md5=226f19743738ffa8d6988e84a37c7a8f&pid=1-s2.0-S0022103106001582-main.pdf,Research article
The role of automaticity in determining the inclination to forgive close others,https://www.sciencedirect.com/science/article/pii/S0022103106001594,"Johan C. Karremans, Henk Aarts",https://www.sciencedirect.com/science/article/pii/S0022103106001594/pdfft?md5=b503030ad1139b05fa17ee300285af3a&pid=1-s2.0-S0022103106001594-main.pdf,Research article
The linguistic description of minimal social scenarios affects the extent of causal inference making,https://www.sciencedirect.com/science/article/pii/S0022103106001533,"Asifa Majid, Anthony J. Sanford, Martin J. Pickering",https://www.sciencedirect.com/science/article/pii/S0022103106001533/pdfft?md5=e883a2fb8a210ad3b56fef5ed4795f69&pid=1-s2.0-S0022103106001533-main.pdf,Research article
Relative accessibility of domain knowledge and creativity: The effects of knowledge activation on the quantity and originality of generated ideas,https://www.sciencedirect.com/science/article/pii/S0022103106001612,"Eric F. Rietzschel, Bernard A. Nijstad, Wolfgang Stroebe",https://www.sciencedirect.com/science/article/pii/S0022103106001612/pdfft?md5=d82fe6d7ffcdde52e1879e8f01edfce2&pid=1-s2.0-S0022103106001612-main.pdf,Research article
On being happy but fearing failure: The effects of mood on self-handicapping strategies,https://www.sciencedirect.com/science/article/pii/S0022103106001429,"Adam L. Alter, Joseph P. Forgas",https://www.sciencedirect.com/science/article/pii/S0022103106001429/pdfft?md5=1b2c1c34c98f5c7ce4b6f6839c675cac&pid=1-s2.0-S0022103106001429-main.pdf,Short communication
Networks of meaning and the bicultural mind: A structural equation modeling approach,https://www.sciencedirect.com/science/article/pii/S0022103106001466,"Katerina Pouliasi, Maykel Verkuyten",https://www.sciencedirect.com/science/article/pii/S0022103106001466/pdfft?md5=5861d2bf64bd67ea682bcf8703f9c4a1&pid=1-s2.0-S0022103106001466-main.pdf,Short communication
Terror salience and punishment: Does terror salience induce threat to social order?,https://www.sciencedirect.com/science/article/pii/S002210310600148X,"Peter Fischer, Tobias Greitemeyer, Andreas Kastenmüller, Dieter Frey, Silvia Oßwald",https://www.sciencedirect.com/science/article/pii/S002210310600148X/pdfft?md5=ef36a2ec10564f00137548afda9f7635&pid=1-s2.0-S002210310600148X-main.pdf,Short communication
Novel attitudes can be faked on the Implicit Association Test,https://www.sciencedirect.com/science/article/pii/S0022103106001491,"Jan De Houwer, Tom Beckers, Agnes Moors",https://www.sciencedirect.com/science/article/pii/S0022103106001491/pdfft?md5=e096a46e38d939b46a412e9fa8664965&pid=1-s2.0-S0022103106001491-main.pdf,Short communication
Quantity versus uncertainty: When winning one prize is better than winning two,https://www.sciencedirect.com/science/article/pii/S002210310600151X,"Jaime L. Kurtz, Timothy D. Wilson, Daniel T. Gilbert",https://www.sciencedirect.com/science/article/pii/S002210310600151X/pdfft?md5=60cda5ad4f2daa3caa007009758f4418&pid=1-s2.0-S002210310600151X-main.pdf,Short communication
What determines people’s fairness judgments? Identification and outcomes influence procedural justice evaluations under uncertainty,https://www.sciencedirect.com/science/article/pii/S0022103106001636,Steven L. Blader,https://www.sciencedirect.com/science/article/pii/S0022103106001636/pdfft?md5=7b758fc0388ca307797556836b802410&pid=1-s2.0-S0022103106001636-main.pdf,Short communication
The hidden sides of self-esteem: Two dimensions of implicit self-esteem and their relation to narcissistic reactions,https://www.sciencedirect.com/science/article/pii/S0022103106001569,"Maya Sakellaropoulo, Mark W. Baldwin",https://www.sciencedirect.com/science/article/pii/S0022103106001569/pdfft?md5=583eaf1c9dba1877cc77258af61b675f&pid=1-s2.0-S0022103106001569-main.pdf,Short communication
A regulatory focus model of self-evaluation,https://www.sciencedirect.com/science/article/pii/S0022103106001600,"Geoffrey J. Leonardelli, Jessica L. Lakin, Robert M. Arkin",https://www.sciencedirect.com/science/article/pii/S0022103106001600/pdfft?md5=48552d93504227d069dfd000c5f50b07&pid=1-s2.0-S0022103106001600-main.pdf,Short communication
The evaluation-behavior link: Direct and beyond valence,https://www.sciencedirect.com/science/article/pii/S0022103106001521,"Theodore Alexopoulos, François Ric",https://www.sciencedirect.com/science/article/pii/S0022103106001521/pdfft?md5=6bcb3003220bd3ef60c7744409aaabc2&pid=1-s2.0-S0022103106001521-main.pdf,Short communication
